Tokens,Labels
"['I', 'saw', 'a', 'butterfly', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'butterfly.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'elephant', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'horse', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'sheep', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'elephant', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'horse', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'cat', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'chicken.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['I', 'heard', 'a', 'horse', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'cow', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'squirrel,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'dog', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'cow', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['A', 'dog', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'chicken.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Many', 'farmers', 'keep', 'sheep', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Many', 'farmers', 'keep', 'elephant', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'cat.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'sheep', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'cat', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'spider', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cat', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'elephant', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'sheep', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'butterfly', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'sheep', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'cat', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'spider', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'elephant.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Many', 'farmers', 'keep', 'horse', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'dog', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'squirrel', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cow,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'sheep', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'elephant', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['A', 'small', 'horse', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'squirrel', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'butterfly', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'butterfly', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'sheep', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'cow', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'sheep', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'spider', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'has', 'a', 'very', 'distinct', 'way', 'of', 'moving.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'dog', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'butterfly,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'elephant', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'squirrel', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'dog.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['I', 'heard', 'a', 'dog', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'squirrel', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'butterfly', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'butterfly', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dog', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'squirrel', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'small', 'butterfly', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'butterfly', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'dog,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'squirrel.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['Some', 'people', 'are', 'afraid', 'of', 'chicken,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'dog', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'elephant', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheep', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'butterfly.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'cow', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'butterfly', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'horse', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'dog', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cow', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'squirrel', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'horse', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'butterfly', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'cat', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['The', 'horse', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cow,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'cow', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'cat', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'butterfly', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'squirrel', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'butterfly', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'sheep', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'chicken.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'cat', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'horse', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'chicken', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'elephant', 'is', 'an', 'important', 'animal', 'in', 'many', 'cultures.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'cow', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'elephant', 'was', 'looking', 'for', 'food', 'near', 'the', 'barn.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'found', 'a', 'squirrel', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'sheep', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheep', 'was', 'running', 'across', 'the', 'field.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'dog', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['He', 'loves', 'taking', 'care', 'of', 'his', 'pet', 'cow.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['The', 'cat', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'saw', 'a', 'elephant', 'in', 'the', 'park', 'today.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'horse', 'was', 'making', 'a', 'loud', 'noise', 'all', 'night.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'mountains,', 'you', 'can', 'see', 'wild', 'dog', 'roaming', 'around.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O']"
"['Many', 'farmers', 'keep', 'dog', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['During', 'our', 'hike,', 'we', 'saw', 'a', 'cow', 'resting', 'near', 'the', 'trees.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['Have', 'you', 'ever', 'had', 'a', 'cow', 'as', 'a', 'pet?']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'cat', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'can', 'be', 'a', 'great', 'pet', 'for', 'children.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cat', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'butterfly', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'sheep', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'farmers', 'keep', 'cow', 'on', 'their', 'farms.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O']"
"['I', 'found', 'a', 'butterfly', 'hiding', 'under', 'the', 'car.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'spider.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'small', 'dog', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'chicken', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'was', 'playing', 'with', 'its', 'friends', 'in', 'the', 'backyard.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'wild,', 'a', 'squirrel', 'can', 'be', 'very', 'dangerous.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'butterfly', 'climbed', 'up', 'the', 'tree', 'swiftly.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'horse', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'butterfly', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Some', 'people', 'are', 'afraid', 'of', 'cat,', 'but', 'they', 'are', 'harmless.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['The', 'forest', 'is', 'home', 'to', 'many', 'cat.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['The', 'elephant', 'was', 'hiding', 'under', 'the', 'table.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'chicken.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['The', 'dog', 'looked', 'so', 'cute', 'while', 'sleeping.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'chicken', 'needs', 'proper', 'care', 'and', 'feeding', 'to', 'stay', 'healthy.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'heard', 'a', 'elephant', 'making', 'noise', 'outside', 'last', 'night.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['The', 'butterfly', 'looked', 'beautiful', 'in', 'the', 'morning', 'sunlight.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'dreams', 'of', 'having', 'a', 'cat', 'as', 'a', 'pet', 'one', 'day.']","['O', 'O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['A', 'small', 'squirrel', 'ran', 'across', 'the', 'road', 'in', 'front', 'of', 'me.']","['O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'countryside,', 'dog', 'are', 'often', 'seen', 'grazing', 'in', 'the', 'fields.']","['O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'friend', 'adopted', 'a', 'cow', 'from', 'the', 'animal', 'shelter.']","['O', 'O', 'O', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'O']"
"['A', 'cow', 'was', 'spotted', 'near', 'the', 'river.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O']"
"['Yesterday,', 'we', 'visited', 'a', 'zoo', 'and', 'saw', 'a', 'cow.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANIMAL']"
"['A', 'cat', 'jumped', 'over', 'the', 'fence', 'and', 'ran', 'away.']","['O', 'B-ANIMAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
